,EmpNumber,Gender_Female,Gender_Male,EducationBackground_Human Resources,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Data Science,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Business Analyst,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Non-Travel,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_No,OverTime_Yes,Attrition_No,Attrition_Yes,Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,NumCompaniesWorked,TotalWorkExperienceInYears,TrainingTimesLastYear,YearsSinceLastPromotion,YearsWithCurrManager
300,E1001536,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,48,2,2,4,76,4,1,2,11,3,2,1,0,5,7,4,0,0
301,E1001538,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,29,7,3,3,82,3,2,4,11,2,3,6,0,1,6,2,1,0
302,E1001541,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,48,1,3,4,76,2,5,4,12,3,4,1,0,6,25,3,0,0
303,E1001542,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,29,1,3,4,87,2,4,4,14,2,2,7,7,3,9,2,1,7
304,E1001545,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,44,5,3,2,88,3,5,2,11,3,3,22,9,7,26,5,3,10
305,E1001548,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,23,1,2,4,47,3,1,3,22,4,3,1,0,1,1,2,0,1
306,E1001553,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,26,4,2,3,53,3,1,4,20,2,2,8,5,1,8,2,2,2
307,E1001555,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,45,2,3,1,94,1,5,2,16,1,3,24,10,2,26,2,1,11
308,E1001556,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,55,8,1,4,37,2,4,2,15,4,3,33,9,1,34,3,15,0
309,E1001557,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,21,10,2,1,45,2,1,3,20,3,1,2,2,1,2,2,2,2
310,E1001558,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,46,4,2,4,33,2,5,2,14,3,3,11,4,2,26,2,0,8
311,E1001559,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,34,2,3,3,86,3,2,1,12,4,3,3,2,0,4,3,0,2
312,E1001560,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,51,9,3,4,83,3,5,2,24,1,2,29,10,4,31,5,11,10
313,E1001561,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,59,18,4,4,67,3,3,4,12,4,2,9,7,6,25,6,5,4
314,E1001563,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,34,19,3,3,46,3,2,2,13,3,4,11,8,4,15,2,5,10
315,E1001564,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,28,1,4,4,44,3,1,3,11,3,2,4,2,0,5,2,0,2
316,E1001566,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,44,4,2,3,92,4,5,1,14,4,2,25,9,1,26,4,14,13
317,E1001567,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,34,11,3,3,56,2,2,2,11,4,4,10,9,4,14,5,1,8
318,E1001569,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,35,6,1,3,66,3,1,3,14,4,3,3,2,0,4,3,2,2
319,E1001570,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,42,7,4,2,78,4,2,2,16,4,3,1,0,6,18,2,0,0
320,E1001571,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,43,4,4,4,56,2,3,4,14,4,4,21,7,3,23,3,15,17
321,E1001572,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,36,2,4,3,53,3,2,2,11,4,3,16,14,9,18,2,5,12
322,E1001574,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,28,2,3,4,52,2,1,4,12,2,3,2,2,1,2,2,2,2
323,E1001575,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,51,6,2,2,40,2,1,3,14,2,2,7,0,0,8,6,7,7
324,E1001576,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,30,9,2,3,72,3,2,3,18,3,3,8,4,7,10,3,1,7
325,E1001577,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,29,7,3,2,39,3,1,3,13,1,3,7,7,3,10,2,7,7
326,E1001579,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,28,1,3,4,84,3,1,1,11,2,2,3,2,2,5,2,1,2
327,E1001581,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,25,1,3,4,40,3,1,2,18,4,2,2,2,1,2,3,2,1
328,E1001582,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,32,8,3,3,56,4,2,4,15,3,4,10,7,1,10,4,0,8
329,E1001584,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,45,25,3,2,83,3,5,2,22,3,3,0,0,3,22,4,0,0
330,E1001585,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,39,13,4,3,94,2,4,2,13,4,3,19,9,6,21,4,15,2
331,E1001586,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,58,23,4,1,88,3,1,3,12,4,3,2,2,1,2,3,2,2
332,E1001587,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,32,7,2,4,79,3,2,3,18,1,3,10,4,1,10,3,1,1
333,E1001590,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,36,10,4,4,63,3,3,3,12,1,3,7,7,3,10,0,1,7
334,E1001592,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,46,1,2,4,44,3,1,1,12,3,4,7,6,6,10,3,5,7
335,E1001593,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,28,1,3,3,55,1,2,4,11,1,3,9,8,0,10,6,7,5
336,E1001595,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,50,28,3,4,43,3,4,1,11,2,3,3,2,4,25,2,1,2
337,E1001596,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,40,25,4,4,57,2,3,2,12,3,3,5,4,2,9,2,1,0
338,E1001597,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,52,5,3,2,64,3,3,2,19,3,2,8,7,9,10,2,7,7
339,E1001602,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,31,2,4,4,57,3,3,3,19,1,2,10,8,1,10,5,9,6
340,E1001607,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,41,10,2,3,40,1,2,2,13,1,3,19,2,1,19,4,11,9
341,E1001614,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,55,2,2,4,58,1,5,3,14,4,3,19,9,4,23,5,9,11
342,E1001616,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,56,8,4,4,99,3,5,2,14,1,3,7,3,6,36,4,7,7
343,E1001618,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,40,16,2,3,74,3,1,3,16,2,3,4,2,9,6,0,0,0
344,E1001622,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,34,9,3,4,86,3,3,4,11,4,2,9,7,0,10,0,1,6
345,E1001627,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,41,1,3,3,66,3,2,1,17,4,3,9,3,0,10,2,1,7
346,E1001628,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,35,4,4,3,87,3,2,3,11,2,3,9,6,1,9,3,1,1
347,E1001630,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,51,5,3,3,84,3,4,2,11,2,3,33,9,1,33,2,0,10
348,E1001633,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,38,2,2,2,31,3,2,1,15,4,3,7,7,3,11,3,1,7
349,E1001634,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,34,15,2,3,66,3,2,1,12,4,4,10,8,1,10,6,9,6
350,E1001636,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,25,19,1,4,67,3,1,4,11,3,2,3,2,3,7,6,1,2
351,E1001638,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,58,7,4,3,53,2,3,1,14,4,2,10,9,7,31,0,5,9
352,E1001639,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,40,1,4,2,88,3,1,2,22,3,3,4,2,3,7,3,0,3
353,E1001640,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,36,7,3,1,83,4,2,1,16,4,2,15,7,2,17,2,6,13
354,E1001641,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,48,4,3,4,54,3,3,4,11,3,3,10,9,1,11,2,0,8
355,E1001642,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,27,11,3,3,98,4,1,4,14,2,3,1,0,8,5,4,0,0
356,E1001645,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,51,11,2,4,82,2,4,2,16,2,2,5,2,3,29,1,0,3
357,E1001646,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,18,1,3,4,97,3,1,4,15,3,4,0,0,1,0,5,0,0
358,E1001647,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,35,1,3,4,60,2,2,4,12,2,3,9,7,0,10,0,0,0
359,E1001649,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,27,2,1,4,43,1,2,4,20,2,3,6,2,3,8,3,0,0
360,E1001650,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,55,13,4,1,85,4,4,3,17,3,2,19,7,6,24,2,3,8
361,E1001651,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,56,23,3,4,68,3,4,2,12,1,3,19,16,4,33,0,15,9
362,E1001652,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,34,26,1,1,92,2,1,3,20,3,3,5,4,1,5,2,0,0
363,E1001653,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,40,2,1,2,89,4,2,3,20,2,3,12,11,5,15,0,11,8
364,E1001655,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,34,29,3,2,86,3,2,3,13,1,3,8,7,4,10,1,7,7
365,E1001657,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,31,2,3,3,90,2,1,4,14,3,4,1,0,7,3,3,0,0
366,E1001660,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,38,7,3,4,57,4,1,3,11,4,3,4,2,1,4,2,0,3
367,E1001661,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,34,2,4,3,98,3,2,4,11,4,4,14,11,1,14,2,4,11
368,E1001665,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,28,26,3,3,48,2,2,1,11,3,3,5,3,1,5,0,0,4
369,E1001668,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,39,21,4,1,44,2,2,4,12,4,4,5,4,3,8,2,1,4
370,E1001669,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,51,2,3,2,52,3,3,2,11,2,3,4,2,2,14,5,3,2
371,E1001670,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,41,22,3,4,75,3,2,4,14,1,2,6,2,3,12,4,3,3
372,E1001673,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,33,5,1,2,61,3,2,4,13,1,4,5,4,6,8,2,1,2
373,E1001674,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,32,2,1,3,36,3,2,2,13,1,2,3,2,0,4,3,1,2
374,E1001675,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,39,25,2,3,71,3,3,3,21,2,3,6,4,3,13,2,0,5
375,E1001677,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,25,18,1,1,93,4,2,3,11,2,2,3,2,2,6,3,1,2
376,E1001679,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,52,28,2,4,59,4,4,3,11,2,2,5,3,2,24,3,0,2
377,E1001680,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,43,6,3,1,73,2,2,3,14,1,1,20,7,1,20,3,1,8
378,E1001681,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,27,10,3,4,98,2,2,4,11,4,3,6,2,1,6,3,4,4
379,E1001683,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,27,17,4,4,51,3,1,3,13,4,3,8,2,1,8,2,7,7
380,E1001685,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,26,2,1,1,36,2,1,4,12,4,3,4,3,0,5,2,1,1
381,E1001686,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,42,10,3,3,31,3,4,1,14,3,3,20,7,0,21,5,0,9
382,E1001689,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,37,11,3,1,94,3,1,3,18,1,3,3,2,4,8,6,0,2
383,E1001690,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,35,18,2,3,60,3,3,4,11,3,3,2,2,2,10,2,2,2
384,E1001693,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,25,1,3,1,81,3,1,4,11,2,2,3,2,4,7,2,0,2
385,E1001697,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,29,17,3,2,51,2,3,1,13,1,2,10,9,1,10,3,0,9
386,E1001698,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,49,28,2,1,97,2,2,1,20,1,3,4,3,3,20,2,1,3
387,E1001700,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,54,1,3,4,54,3,4,4,19,4,2,20,7,6,29,3,12,7
388,E1001701,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,58,1,3,4,76,3,5,1,21,3,3,9,8,3,32,3,1,5
389,E1001703,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,36,3,4,1,99,3,2,2,16,4,3,5,4,3,15,3,0,1
390,E1001705,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,31,1,4,2,50,1,1,3,12,2,3,1,0,1,1,3,0,0
391,E1001706,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,30,7,4,4,73,3,2,1,14,2,3,3,2,7,8,3,0,2
392,E1001708,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,31,8,5,1,93,3,4,2,11,3,4,3,2,3,9,3,1,0
393,E1001709,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,34,1,4,4,91,3,1,1,14,3,3,4,3,5,10,2,1,3
394,E1001711,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,31,8,3,1,34,2,1,2,12,3,4,1,0,1,1,3,0,0
395,E1001712,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,27,11,1,2,91,3,1,1,14,2,4,5,0,0,6,3,1,4
396,E1001713,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,36,4,4,1,37,2,2,4,16,3,2,10,4,1,10,2,1,8
397,E1001716,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,47,1,3,1,74,3,1,4,12,3,2,6,5,7,17,2,1,2
398,E1001717,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,25,9,2,1,68,2,1,1,12,1,3,3,2,3,6,2,2,2
399,E1001718,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,37,5,2,3,84,4,1,3,14,1,1,6,5,0,7,2,1,3
400,E1001719,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,56,1,2,1,90,3,1,1,22,4,4,3,2,2,5,3,1,0
401,E1001723,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,24,4,1,4,42,3,2,3,12,3,3,5,4,1,5,3,0,3
